modality	bids_meta	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	provenance	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
modality	T1w	0.3156241692372947	4.204164110585463	0.5976585545094926	38712.626338696275	4.864843333333334	4.50532	5.29834	4.79087	0.22364454687756158	0.4270252155317093	0.3493302375907291	0.43763217329978943	0.20604142546653748		0.0	0.0053323550885716236	13.598252384239045	7.2629853406269635	10.423937691738226	182	218	182	2.680855305540085	13.191933893344505	16.57363979479041	33.84813018548664	40.1524563344321	101.40989395679212	93.22131515998912	138.10159518874312	1.0	1.0	1.0	11.10922309255576	0.0	3.153540239276418	0.0	1436577.0	0.0	12.304921671748161	4.743974372954913	0.2637342114256849	92.90100711880827	286.1944512642181	290.7520080730319	60318.0	92.56237986125053	469.1154920198021	108.4540434922552	0.027135011157182642	56.557421200109246	732.3179461537782	734.3294283375144	49508.0	638.577201185748	819.8561369571834	55.66447027150089	0.873952514659103	27.301390733854365	1000.8126105031777	1000.0214130058885	207280.0	954.0172981843352	1050.1414598152041	29.54429078578912	0.14873762452159917	0.46188029956157706	0.4932195989895373	0.9144265683994076
